Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-0.63, -82.62, -182, -16420, -2132 , -2795, 3673, -3627
-2.12, -82.71, -602, -16178, -1992 , -2841, 3625, -3485
-2.75, -79.70, -784, -16068, -2826 , -2681, 3545, -3264
-4.26, -79.44, -1236, -16348, -2800 , -2498, 3730, -3245
-3.71, -79.58, -1068, -16260, -2806 , -2421, 3791, -3196
-2.46, -79.70, -716, -16404, -2906 , -2300, 3773, -3049
-1.99, -80.10, -586, -16612, -2852 , -2232, 3791, -2926
-1.00, -80.24, -296, -16708, -2870 , -2166, 3757, -2789
0.28, -80.24, 82, -16776, -2896 , -2104, 3699, -2668
1.36, -80.88, 402, -16718, -2666 , -2070, 3723, -2553
1.69, -80.90, 498, -16680, -2638 , -2032, 3783, -2475
1.56, -80.67, 454, -16432, -2674 , -1977, 3868, -2435
0.67, -79.35, 194, -16422, -3094 , -1845, 3963, -2401
0.52, -77.34, 152, -16426, -3698 , -1572, 4008, -2307
0.73, -75.57, 216, -16526, -4258 , -1188, 3997, -2121
1.99, -75.33, 596, -16588, -4314 , -894, 4012, -1925
3.81, -77.26, 1128, -16582, -3588 , -787, 4074, -1687
5.49, -79.32, 1618, -16630, -2700 , -989, 4241, -1383
6.04, -80.87, 1800, -16892, -2050 , -1312, 4614, -1174
5.48, -81.27, 1674, -17340, -2086 , -1605, 5271, -994
3.34, -81.59, 1052, -17890, -2442 , -1661, 5866, -841
1.39, -81.69, 460, -18808, -2724 , -1457, 6293, -705
-0.65, -82.14, -222, -19426, -2688 , -1179, 6324, -574
-3.31, -82.26, -1156, -19818, -2450 , -905, 6085, -439
-5.14, -82.07, -1806, -19982, -2136 , -715, 5721, -341
-6.30, -81.29, -2206, -19876, -2120 , -557, 5350, -232
-7.01, -79.98, -2430, -19626, -2494 , -326, 5044, -34
-7.25, -78.99, -2510, -19522, -2870 , 49, 4699, 195
-6.98, -78.09, -2422, -19502, -3344 , 397, 4310, 463
-6.44, -77.86, -2256, -19664, -3596 , 793, 3926, 800
-5.45, -78.53, -1940, -20020, -3584 , 1196, 3635, 1263
-5.37, -77.98, -1948, -20382, -3896 , 1747, 3333, 1707
-5.56, -76.31, -2050, -20550, -4584 , 2392, 2938, 2181
-5.66, -75.29, -2124, -20820, -5054 , 3359, 2523, 2785
-5.55, -74.64, -2140, -21330, -5472 , 4376, 1812, 3443
-5.12, -74.98, -2020, -21860, -5524 , 5544, 637, 4240
-3.25, -77.09, -1300, -22388, -4982 , 7087, -468, 5391
-1.67, -79.88, -668, -22518, -3978 , 8477, -1830, 6597
-0.77, -84.54, -300, -22248, -2124 , 9846, -2672, 7863
-0.62, -87.86, -232, -21520, -786 , 11255, -2959, 9069
-0.67, -87.98, -236, -20326, 692 , 12007, -2904, 9868
1.05, -86.88, 356, -19332, 1008 , 12270, -2742, 10449
6.66, -83.07, 2176, -18620, -676 , 12908, -2602, 11303
11.75, -77.03, 3764, -18020, -1780 , 14188, -1872, 12086
17.13, -72.28, 5486, -17748, -1484 , 16194, -846, 13002
21.30, -68.74, 6758, -17340, 102 , 17668, 486, 13642
23.57, -65.45, 7412, -16862, 2140 , 18441, 1662, 14207
25.23, -63.86, 7700, -16218, 2054 , 18464, 2470, 14552
25.76, -64.18, 7804, -16170, -698 , 18364, 2806, 14776
21.98, -66.41, 6976, -17084, -2682 , 18400, 2911, 14648
21.25, -67.11, 6242, -15870, -2466 , 18136, 2904, 14465
16.78, -70.58, 5274, -17232, -3038 , 17323, 2882, 14501
8.52, -79.32, 2708, -17970, -2058 , 16981, 1879, 14312
5.01, -85.00, 1536, -17538, 200 , 15797, 1588, 14196
1.74, -84.08, 524, -17210, 1720 , 14399, 1310, 14229
-3.18, -84.03, -950, -17064, 1524 , 12970, 745, 14375
-8.00, -81.37, -2432, -17294, 1024 , 12263, -716, 14385
-8.65, -81.20, -2636, -17328, 568 , 11885, -2356, 14308
-6.18, -83.72, -1864, -17232, 418 , 11730, -3655, 14220
-6.80, -83.24, -2088, -17526, 116 , 11664, -5174, 14221
-7.10, -82.93, -2284, -18354, 154 , 11455, -6399, 14529
-6.32, -83.58, -2104, -19012, 460 , 10936, -7222, 14753
-6.20, -82.54, -2076, -19058, 1410 , 9985, -7689, 14995
-7.22, -81.09, -2440, -19184, 1780 , 8850, -8244, 14961
-10.85, -78.55, -3726, -19412, 1294 , 7827, -8786, 14215
-11.10, -76.91, -3406, -17234, 2134 , 6957, -9888, 13864
-8.53, -81.51, -2552, -17020, 20 , 5863, -9500, 13569
-6.43, -83.60, -1840, -16328, -108 , 6518, -9616, 12878
-6.28, -82.75, -1710, -15526, 1012 , 6839, -9587, 12153
-3.06, -81.98, -794, -14752, 1934 , 6878, -9965, 11634
-1.33, -78.90, -332, -14036, 2744 , 6497, -10480, 11425
-2.79, -79.04, -696, -14066, 2644 , 5980, -10728, 11090
-2.19, -80.46, -552, -14274, 2344 , 5527, -10591, 10691
-1.94, -80.11, -500, -14546, 2498 , 5140, -10341, 10371
-1.47, -79.28, -382, -14604, 2748 , 4626, -10192, 10010
-1.29, -79.73, -334, -14604, 2636 , 3936, -10221, 9684
-0.87, -81.10, -226, -14734, 2308 , 3388, -10330, 9340
-0.58, -83.43, -148, -14608, 1686 , 2893, -10473, 8923
0.00, -84.44, 0, -14234, 1396 , 2561, -10611, 8561
0.01, -85.27, 2, -13960, 1166 , 2284, -10635, 8146
-0.79, -84.45, -188, -13542, 1312 , 1998, -10539, 7705
-3.06, -83.23, -706, -13156, 1404 , 1614, -10348, 7136
-2.59, -82.91, -582, -12768, 1488 , 1296, -10120, 6672
-4.29, -80.25, -926, -12208, 1892 , 974, -9662, 6053
-3.01, -79.15, -636, -11916, 2202 , 622, -9192, 5606
-3.87, -76.74, -822, -11848, 2678 , 389, -8716, 5179
-5.36, -74.99, -1146, -11858, 2974 , 167, -8233, 4721
-6.00, -74.57, -1290, -11896, 3028 , -46, -7854, 4215
-6.81, -73.90, -1456, -11802, 3090 , -193, -7468, 3808
-6.80, -73.28, -1446, -11700, 3212 , -307, -6909, 3370
-5.32, -73.89, -1128, -11694, 3192 , -475, -6330, 2808
-5.54, -74.73, -1158, -11576, 2950 , -750, -5717, 2239
-6.73, -75.83, -1380, -11416, 2540 , -939, -5164, 1635
-8.15, -75.95, -1632, -11174, 2280 , -1111, -4787, 875
-10.08, -76.20, -2000, -11098, 1864 , -1250, -4535, 147
-10.52, -76.61, -2084, -11108, 1640 , -1280, -4333, -612
-12.43, -75.15, -2458, -11038, 1602 , -1269, -4300, -1513
-13.14, -73.46, -2604, -10984, 1978 , -1315, -4291, -2243
-12.71, -71.19, -2514, -10822, 2706 , -1505, -4312, -3029
-13.07, -68.09, -2602, -10676, 3426 , -1960, -4334, -3698
-13.42, -63.77, -2704, -10450, 4390 , -2521, -4322, -4393
-14.37, -60.63, -2942, -10334, 5024 , -3356, -4208, -5262
-15.22, -57.92, -3172, -10242, 5590 , -4150, -3910, -5986
-15.78, -56.16, -3342, -10210, 5982 , -5141, -3535, -6756
-15.92, -55.76, -3470, -10460, 6226 , -5998, -3009, -7275
-16.66, -56.70, -3766, -10980, 6162 , -6784, -2498, -7817
-16.73, -59.09, -4084, -12176, 6048 , -7514, -2012, -8124
-17.31, -59.74, -4464, -12958, 6114 , -7955, -1821, -8316
-17.83, -60.27, -4844, -13744, 6188 , -8285, -1828, -8205
-19.38, -59.59, -5676, -14752, 6552 , -8384, -2206, -7894
-21.39, -59.04, -6890, -16202, 6874 , -8369, -2633, -7317
-22.18, -59.99, -8042, -18452, 7014 , -8252, -2994, -6718
-22.78, -60.82, -9060, -20436, 6960 , -8088, -2926, -5967
-21.34, -63.33, -9068, -22272, 6578 , -7968, -2601, -5161
-19.05, -66.86, -8268, -23304, 5582 , -7741, -2411, -3862
-17.48, -69.41, -7780, -24258, 4780 , -6975, -2979, -2555
-16.19, -70.52, -7262, -24568, 4804 , -5678, -4350, -822
-15.44, -70.00, -6810, -24046, 5526 , -3847, -5330, 654
