Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-18.0,-71.52,-6018,-18478,1448,2828,-5291,9757
-15.46,-74.46,-4960,-17930,618,2338,-6265,9567
-14.79,-74.72,-4680,-17690,1260,1618,-6874,9640
-14.84,-73.06,-4754,-17764,2612,652,-7188,9775
-15.29,-73.72,-4916,-17894,1814,-287,-7407,9768
-16.82,-72.69,-5474,-18068,1374,-771,-7983,9512
-18.66,-70.79,-6184,-18252,1544,-1328,-8974,8921
-20.67,-68.72,-7060,-18642,1750,-1795,-10229,8294
-20.58,-68.23,-7240,-19134,2490,-2290,-11038,7771
-19.23,-69.87,-6902,-19678,2148,-2699,-11683,7703
-18.06,-71.52,-6572,-20114,1484,-2898,-11675,7920
-18.39,-71.14,-6774,-20320,1584,-3121,-11631,8156
-17.92,-71.61,-6566,-20254,1564,-3196,-11237,8370
-17.07,-72.25,-6052,-19640,1746,-3475,-10783,8561
-15.79,-73.61,-5326,-18780,1512,-3777,-10452,8613
-15.74,-73.63,-4994,-17672,1460,-3861,-10595,8548
-15.94,-73.34,-4710,-16436,1462,-3799,-10808,8455
-16.82,-72.37,-4700,-15488,1498,-3697,-10874,8425
-19.07,-69.8,-5148,-14790,1798,-3797,-10699,8378
-21.69,-67.64,-5768,-14438,1452,-3969,-10676,8228
-23.16,-66.33,-6076,-14154,1304,-3996,-10499,8049
-24.19,-64.95,-6358,-14062,1698,-4008,-10147,7673
-23.15,-65.88,-5994,-13920,1742,-4033,-9881,7297
-22.27,-66.86,-5674,-13768,1592,-3979,-9742,6984
-20.68,-68.19,-5164,-13580,1726,-3835,-9668,6697
-19.17,-69.56,-4720,-13470,1738,-3754,-9398,6542
-17.89,-70.56,-4316,-13250,1826,-3707,-9061,6364
-16.39,-71.89,-3888,-13102,1824,-3712,-8578,6177
-14.97,-73.73,-3518,-13076,1500,-3658,-8234,5901
-13.65,-74.83,-3204,-13110,1562,-3523,-7795,5613
-14.04,-74.34,-3314,-13160,1644,-3405,-7371,5284
-15.58,-72.89,-3710,-13210,1686,-3280,-6940,4890
-17.71,-70.86,-4256,-13220,1742,-3182,-6412,4408
-19.47,-69.36,-4692,-13174,1640,-3100,-5793,3745
-20.86,-68.19,-5020,-13094,1536,-3027,-4889,3109
-21.52,-67.77,-5168,-13044,1346,-2974,-4118,2396
-21.81,-67.28,-5240,-13012,1522,-2950,-3251,1850
-23.12,-65.66,-5566,-12918,1808,-3001,-2696,1298
-24.12,-64.74,-5772,-12778,1774,-3043,-2394,932
-25.99,-63.14,-6218,-12662,1600,-3041,-2356,591
-27.28,-61.97,-6504,-12526,1514,-2989,-2381,127
-28.39,-61.05,-6742,-12410,1336,-2976,-2315,-310
-28.54,-61.18,-6652,-12202,974,-2947,-2213,-924
-28.63,-61.24,-6572,-12026,706,-2877,-2111,-1485
-28.15,-61.82,-6352,-11872,448,-2722,-2130,-2058
-27.81,-62.2,-6192,-11742,294,-2544,-2108,-2718
-27.28,-62.75,-5932,-11506,178,-2275,-2171,-3248
-26.85,-63.17,-5810,-11480,206,-2045,-2325,-3773
-26.71,-63.24,-5700,-11324,448,-1764,-2442,-4416
-25.31,-64.66,-5326,-11260,398,-1519,-2486,-4993
-23.79,-66.15,-5018,-11378,454,-1241,-2450,-5584
-20.73,-69.07,-4410,-11638,666,-783,-2469,-6248
-18.31,-71.36,-3928,-11848,782,-332,-2471,-6718
-17.53,-71.73,-3788,-11948,1128,15,-2363,-7028
-18.03,-70.89,-3926,-11990,1386,296,-2104,-7305
-20.18,-68.25,-4426,-11918,1762,314,-1803,-7521
-23.5,-64.54,-5174,-11718,2108,133,-1551,-7812
-25.29,-62.6,-5510,-11454,2236,-278,-1383,-8132
-26.76,-61.1,-5846,-11370,2310,-669,-1507,-8457
-27.98,-60.35,-6134,-11364,2082,-1038,-2184,-8824
